"drug_type","case","details","year","percentage","sex","age","race","hispanic"
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2011,1.1,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2012,1.1,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2013,1.5,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2014,1.7,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2015,2.1,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2016,3.5,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 55-64 years",2017,4.8,"Female","55-64 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",1999,NA,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2000,NA,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2001,NA,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2002,0.3,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2003,0.2,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2004,0.3,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2005,0.3,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2006,0.2,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2007,0.4,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2008,0.4,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2009,0.7,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2010,0.5,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2011,0.3,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2012,0.4,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2013,0.5,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2014,0.6,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2015,0.6,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2016,0.9,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 65-74 years",2017,1.2,"Female","65-74 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",1999,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2000,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2001,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2002,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2003,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2004,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2005,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2006,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2007,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2008,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2009,0.3,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2010,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2011,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2012,0.3,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2013,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2014,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2015,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2016,NA,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 75-84 years",2017,0.3,"Female","75-84 years",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",1999,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2000,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2001,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2002,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2003,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2004,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2005,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2006,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2007,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2008,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2009,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2010,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2011,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2012,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2013,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2014,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2015,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2016,NA,"Female","85 years and over",NA,NA
"Synthetic opioids (other than methadone)","Sex and age","Female: 85 years and over",2017,NA,"Female","85 years and over",NA,NA
"Heroin","Total","All persons",1999,0.7,"All persons",NA,NA,NA
"Heroin","Total","All persons",2000,0.7,"All persons",NA,NA,NA
"Heroin","Total","All persons",2001,0.6,"All persons",NA,NA,NA
"Heroin","Total","All persons",2002,0.7,"All persons",NA,NA,NA
"Heroin","Total","All persons",2003,0.7,"All persons",NA,NA,NA
"Heroin","Total","All persons",2004,0.6,"All persons",NA,NA,NA
"Heroin","Total","All persons",2005,0.7,"All persons",NA,NA,NA
"Heroin","Total","All persons",2006,0.7,"All persons",NA,NA,NA
"Heroin","Total","All persons",2007,0.8,"All persons",NA,NA,NA
"Heroin","Total","All persons",2008,1,"All persons",NA,NA,NA
"Heroin","Total","All persons",2009,1.1,"All persons",NA,NA,NA
"Heroin","Total","All persons",2010,1,"All persons",NA,NA,NA
"Heroin","Total","All persons",2011,1.4,"All persons",NA,NA,NA
"Heroin","Total","All persons",2012,1.9,"All persons",NA,NA,NA
"Heroin","Sex","Male",2000,1.1,"Male",NA,NA,NA
"Heroin","Sex","Male",2001,1,"Male",NA,NA,NA
"Heroin","Sex","Male",2002,1.2,"Male",NA,NA,NA
"Heroin","Sex","Male",2003,1.2,"Male",NA,NA,NA
"Heroin","Sex","Male",2004,1.1,"Male",NA,NA,NA
"Heroin","Sex","Male",2005,1.1,"Male",NA,NA,NA
"Heroin","Sex","Male",2006,1.2,"Male",NA,NA,NA
"Heroin","Sex","Male",2007,1.3,"Male",NA,NA,NA
"Heroin","Sex","Male",2008,1.6,"Male",NA,NA,NA
"Heroin","Sex","Male",2009,1.8,"Male",NA,NA,NA
"Heroin","Sex","Male",2010,1.6,"Male",NA,NA,NA
"Heroin","Sex","Male",2011,2.3,"Male",NA,NA,NA
"Heroin","Sex","Male",2012,3.1,"Male",NA,NA,NA
"Heroin","Sex","Male",2013,4.2,"Male",NA,NA,NA
"Heroin","Sex","Male",2014,5.2,"Male",NA,NA,NA
"Heroin","Sex","Male",2015,6.3,"Male",NA,NA,NA
"Heroin","Sex","Male",2016,7.5,"Male",NA,NA,NA
"Heroin","Sex","Male",2017,7.3,"Male",NA,NA,NA
"Heroin","Sex","Female",1999,0.2,"Female",NA,NA,NA
"Heroin","Sex","Female",2000,0.2,"Female",NA,NA,NA
"Heroin","Sex","Female",2001,0.2,"Female",NA,NA,NA
"Heroin","Sex","Female",2002,0.2,"Female",NA,NA,NA
"Heroin","Sex","Female",2003,0.2,"Female",NA,NA,NA
"Heroin","Sex","Female",2004,0.2,"Female",NA,NA,NA
"Heroin","Sex","Female",2005,0.3,"Female",NA,NA,NA
"Heroin","Sex","Female",2006,0.2,"Female",NA,NA,NA
"Heroin","Sex","Female",2007,0.3,"Female",NA,NA,NA
"Heroin","Sex","Female",2008,0.4,"Female",NA,NA,NA
"Heroin","Sex","Female",2009,0.4,"Female",NA,NA,NA
"Heroin","Sex","Female",2010,0.4,"Female",NA,NA,NA
"Heroin","Sex","Female",2011,0.6,"Female",NA,NA,NA
"Heroin","Sex","Female",2012,0.8,"Female",NA,NA,NA
"Heroin","Sex","Female",2013,1.2,"Female",NA,NA,NA
"Heroin","Sex","Female",2014,1.6,"Female",NA,NA,NA
"Heroin","Sex","Female",2015,2,"Female",NA,NA,NA
"Heroin","Sex","Female",2016,2.4,"Female",NA,NA,NA
"Heroin","Sex","Female",2017,2.5,"Female",NA,NA,NA
"Heroin","Sex and race","Male: White",1999,1.2,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2000,1.1,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2001,1.1,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2002,1.2,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2003,1.3,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2004,1.1,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2005,1.1,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2006,1.2,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2007,1.5,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2008,1.9,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2009,2,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2010,1.8,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2011,2.6,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2012,3.5,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2013,4.7,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2014,6,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2015,7.2,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2016,8.3,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2017,8,"Male",NA,"White",NA
"Heroin","Sex and race","Male: White",2018,7.8,"Male",NA,"White",NA
"Heroin","Sex and race","Male: Black or African American",1999,1.4,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2000,1.6,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2001,1.3,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2002,1.6,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2003,1.3,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2004,1.1,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2005,1.3,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2006,1.2,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2007,1.3,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2008,1.3,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2009,1.5,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2010,1.2,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2011,1.6,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2012,2.1,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2013,3.4,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2014,4.1,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2015,5,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2016,7.1,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2017,7.8,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: Black or African American",2018,7.6,"Male",NA,"Black or African American",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",1999,NA,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2000,NA,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2001,NA,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2002,NA,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2003,NA,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2004,NA,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2005,NA,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2006,NA,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2007,NA,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2008,1.1,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2009,1.7,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2010,NA,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2011,1.3,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2012,1.7,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2013,2.6,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2014,3.5,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2015,4,"Male",NA,"American Indian or Alaska Native",NA
"Heroin","Sex and race","Male: American Indian or Alaska Native",2016,4.3,"Male",NA,"American Indian or Alaska Native",NA
